NAME	# MATCHING PROBE SETS	MATCHING PROBE SET(S)	
PRPF38A	1	ENSG00000134748	
POMZP3	1	ENSG00000146707	
ZNF407	1	ENSG00000215421	
F3	1	ENSG00000117525	
TESMIN	1	ENSG00000132749	
MSC	1	ENSG00000178860	
WDSUB1	1	ENSG00000196151	
NEPRO	1	ENSG00000163608	
ADAM8	1	ENSG00000151651	
TRPV4	1	ENSG00000111199	
TGFB3	1	ENSG00000119699	
ASS1	1	ENSG00000130707	
TPTEP1	1	ENSG00000100181	
PPIE	1	ENSG00000084072	
FGFR4	1	ENSG00000160867	
GAS2L3	1	ENSG00000139354	
BMP6	1	ENSG00000153162	
DNAJC4	1	ENSG00000110011	
ADGRB2	1	ENSG00000121753	
LIPA	1	ENSG00000107798	
PLEKHB1	1	ENSG00000021300	
CAV1	1	ENSG00000105974	
COMMD5	1	ENSG00000170619	
ZHX2	1	ENSG00000178764	
ZNF883	1	ENSG00000228623	
ITGB7	1	ENSG00000139626	
RFTN1	1	ENSG00000131378	
C1QTNF4	1	ENSG00000172247	
STEAP1	1	ENSG00000164647	
PPP1R12B	1	ENSG00000077157	
ATOH8	1	ENSG00000168874	
RCN3	1	ENSG00000142552	
ARMC10	1	ENSG00000170632	
NEDD4	1	ENSG00000069869	
PSMA4	1	ENSG00000041357	
IQGAP2	1	ENSG00000145703	
SLC36A1	1	ENSG00000123643	
PTAFR	1	ENSG00000169403	
SLC5A3	1	ENSG00000198743	
SKAP2	1	ENSG00000005020	
FGGY	1	ENSG00000172456	
ARHGAP9	1	ENSG00000123329	
SPOCD1	1	ENSG00000134668	
DLL1	1	ENSG00000198719	
ZFHX3	1	ENSG00000140836	
THRB	1	ENSG00000151090	
SYNJ1	1	ENSG00000159082	
MANBA	1	ENSG00000109323	
HIBCH	1	ENSG00000198130	
SLFN11	1	ENSG00000172716	
GPX8	1	ENSG00000164294	
ARHGEF28	1	ENSG00000214944	
TIPARP	1	ENSG00000163659	
TMCC3	1	ENSG00000057704	
CALHM2	1	ENSG00000138172	
ZMYM1	1	ENSG00000197056	
EMP1	1	ENSG00000134531	
MAPK7	1	ENSG00000166484	
CTSF	1	ENSG00000174080	
CALD1	1	ENSG00000122786	
F8	1	ENSG00000185010	
CCDC191	1	ENSG00000163617	
ANGPTL2	1	ENSG00000136859	
CALU	1	ENSG00000128595	
UBASH3B	1	ENSG00000154127	
EYA2	1	ENSG00000064655	
CYSTM1	1	ENSG00000120306	
CCDC106	1	ENSG00000173581	
PPAT	1	ENSG00000128059	
OCEL1	1	ENSG00000099330	
TMEM223	1	ENSG00000168569	
MAMSTR	1	ENSG00000176909	
LAMB3	1	ENSG00000196878	
KIRREL1	1	ENSG00000183853	
ZPLD2P	1	ENSG00000236155	
DUOXA2	1	ENSG00000140274	
MANEAL	1	ENSG00000185090	
C8orf33	1	ENSG00000182307	
PLEC	1	ENSG00000178209	
COL3A1	1	ENSG00000168542	
OSCP1	1	ENSG00000116885	
PRAF2	1	ENSG00000243279	
FNTAP1	1	ENSG00000254502	
ANKRD1	1	ENSG00000148677	
PPP1R14C	1	ENSG00000198729	
OIP5-AS1	1	ENSG00000247556	
WDR91	1	ENSG00000105875	
ICAM1	1	ENSG00000090339	
PPP2R3B	1	ENSG00000167393	
STRN	1	ENSG00000115808	
ANAPC1P4	1	ENSG00000234231	
KCTD6	1	ENSG00000168301	
RGS5	1	ENSG00000143248	
FBL	1	ENSG00000105202	
RAMP2	1	ENSG00000131477	
FOXD4	1	ENSG00000170122	
TKFC	1	ENSG00000149476	
ANKRD18EP	1	ENSG00000217165	
SLC7A2	1	ENSG00000003989	
CALHM5	1	ENSG00000178033	
POSTN	1	ENSG00000133110	
BCL10	1	ENSG00000142867	
ACTA2	1	ENSG00000107796	
THBD	1	ENSG00000178726	
GALNT1	1	ENSG00000141429	
KCNAB2	1	ENSG00000069424	
IRAG1	1	ENSG00000072952	
C16orf46	1	ENSG00000166455	
YBX1P2	1	ENSG00000231167	
HSPD1P6	1	ENSG00000230067	
FDPSP5	1	ENSG00000215035	
ZC3H12C	1	ENSG00000149289	
DET1	1	ENSG00000140543	
PSMC3P1	1	ENSG00000236680	
SEZ6L2	1	ENSG00000174938	
TRIM32	1	ENSG00000119401	
ITGB5	1	ENSG00000082781	
FBXL13	1	ENSG00000161040	
TMEM30B	1	ENSG00000182107	
QRSL1	1	ENSG00000130348	
TIFA	1	ENSG00000145365	
PIGP	1	ENSG00000185808	
BRMS1L	1	ENSG00000100916	
COQ2	1	ENSG00000173085	
ATP1B1P1	1	ENSG00000249212	
EIF4BP7	1	ENSG00000225031	
HERC3	1	ENSG00000138641	
PCDHGA7	1	ENSG00000253537	
GLB1	1	ENSG00000170266	
IRX3	1	ENSG00000177508	
ZEB1	1	ENSG00000148516	
PVR	1	ENSG00000073008	
PLCB4	1	ENSG00000101333	
EGOT	1	ENSG00000235947	
BGN	1	ENSG00000182492	
LMNB1	1	ENSG00000113368	
PROB1	1	ENSG00000228672	
NT5C	1	ENSG00000125458	
MSRB3	1	ENSG00000174099	
SNX11	1	ENSG00000002919	
XNDC1N	1	ENSG00000254469	
WSCD1	1	ENSG00000179314	
MRPL23	1	ENSG00000214026	
PXK	1	ENSG00000168297	
RIF1	1	ENSG00000080345	
RASSF6	1	ENSG00000169435	
SIDT2	1	ENSG00000149577	
RPL39	1	ENSG00000198918	
TET3	1	ENSG00000187605	
MAPK6	1	ENSG00000069956	
BORCS7	1	ENSG00000166275	
SLC38A5	1	ENSG00000017483	
BSCL2	1	ENSG00000168000	
EBF4	1	ENSG00000088881	
KNOP1	1	ENSG00000103550	
DAGLA	1	ENSG00000134780	
ADGRV1	1	ENSG00000164199	
PRDM5	1	ENSG00000138738	
BRSK2	1	ENSG00000174672	
BLOC1S4	1	ENSG00000186222	
SNHG5	1	ENSG00000203875	
CYP17A1	1	ENSG00000148795	
KL	1	ENSG00000133116	
TMEM184A	1	ENSG00000164855	
IL1B	1	ENSG00000125538	
ZNF609	1	ENSG00000180357	
NES	1	ENSG00000132688	
CD248	1	ENSG00000174807	
PCOLCE	1	ENSG00000106333	
TOM1	1	ENSG00000100284	
DTNB	1	ENSG00000138101	
SDCBPP3	1	ENSG00000232801	
SMG1P3	1	ENSG00000180747	
BCAT1	1	ENSG00000060982	
NUDT8	1	ENSG00000167799	
DTL	1	ENSG00000143476	
LINC-PINT	1	ENSG00000231721	
PPP1R3C	1	ENSG00000119938	
KPNB1	1	ENSG00000108424	
EEF1B2P6	1	ENSG00000213261	
ZDHHC2	1	ENSG00000104219	
LINC02802	1	ENSG00000232527	
LOXL3	1	ENSG00000115318	
ANKRD36	1	ENSG00000135976	
CHI3L1	1	ENSG00000133048	
HYCC1	1	ENSG00000122591	
BTG3	1	ENSG00000154640	
TRIM23	1	ENSG00000113595	
CCS	1	ENSG00000173992	
BACH2	1	ENSG00000112182	
ZNF503	1	ENSG00000165655	
NUDT12	1	ENSG00000112874	
DYNC1H1	1	ENSG00000197102	
TMEM255B	1	ENSG00000184497	
MMD	1	ENSG00000108960	
PAQR5	1	ENSG00000137819	
EEF1B2P3	1	ENSG00000232472	
SLC23A3	1	ENSG00000213901	
ENC1	1	ENSG00000171617	
SEC24D	1	ENSG00000150961	
TEC	1	ENSG00000135605	
TM4SF1	1	ENSG00000169908	
SHMT1	1	ENSG00000176974	
SORBS2	1	ENSG00000154556	
PLA2G4A	1	ENSG00000116711	
NCAPG2	1	ENSG00000146918	
F2R	1	ENSG00000181104	
TIE1	1	ENSG00000066056	
FTLP3	1	ENSG00000226608	
HEYL	1	ENSG00000163909	
ZNF563	1	ENSG00000188868	
BPGM	1	ENSG00000172331	
AKR1B1	1	ENSG00000085662	
SH3BGRL	1	ENSG00000131171	
STPG1	1	ENSG00000001460	
LRRC8E	1	ENSG00000171017	
ZNHIT2	1	ENSG00000174276	
LACTB2	1	ENSG00000147592	
ZNF707	1	ENSG00000181135	
RBBP8	1	ENSG00000101773	
ACADS	1	ENSG00000122971	
ARMCX4	1	ENSG00000196440	
IL6	1	ENSG00000136244	
TGFBR3	1	ENSG00000069702	
GREB1L	1	ENSG00000141449	
UQCRFS1	1	ENSG00000169021	
TLCD4	1	ENSG00000152078	
CYP2D6	1	ENSG00000100197	
CHD7	1	ENSG00000171316	
TBL1X	1	ENSG00000101849	
FGD5	1	ENSG00000154783	
MTUS1	1	ENSG00000129422	
DBP	1	ENSG00000105516	
AXIN2	1	ENSG00000168646	
IFT46	1	ENSG00000118096	
JAG2	1	ENSG00000184916	
PSTPIP2	1	ENSG00000152229	
CCNB1IP1	1	ENSG00000100814	
C1S	1	ENSG00000182326	
LIMS1	1	ENSG00000169756	
SATB2	1	ENSG00000119042	
NALF2	1	ENSG00000130054	
UBFD1	1	ENSG00000103353	
HPSE	1	ENSG00000173083	
MAP3K21	1	ENSG00000143674	
TRIM56	1	ENSG00000169871	
HSPA8P8	1	ENSG00000229091	
SNX6	1	ENSG00000129515	
TECR	1	ENSG00000099797	
TRO	1	ENSG00000067445	
ACVRL1	1	ENSG00000139567	
BEX2	1	ENSG00000133134	
MRC2	1	ENSG00000011028	
CDH6	1	ENSG00000113361	
TNIK	1	ENSG00000154310	
FHL2	1	ENSG00000115641	
C14orf28	1	ENSG00000179476	
NAT1	1	ENSG00000171428	
ENTPD1-AS1	1	ENSG00000226688	
HFE	1	ENSG00000010704	
FTH1P8	1	ENSG00000219507	
FBXL16	1	ENSG00000127585	
GAS2L1	1	ENSG00000185340	
NAV2	1	ENSG00000166833	
KRT8P12	1	ENSG00000229320	
EGLN3	1	ENSG00000129521	
C15orf61	1	ENSG00000189227	
PSMD13	1	ENSG00000185627	
ANKEF1	1	ENSG00000132623	
FBXO8	1	ENSG00000164117	
TENM3-AS1	1	ENSG00000177822	
ZNF630	1	ENSG00000221994	
RASL11A	1	ENSG00000122035	
ST8SIA5	1	ENSG00000101638	
CD300E	1	ENSG00000186407	
ADGRA3	1	ENSG00000152990	
BBS10	1	ENSG00000179941	
PRKG1	1	ENSG00000185532	
PRKRA	1	ENSG00000180228	
VPS37B	1	ENSG00000139722	
ZNF420	1	ENSG00000197050	
POLR1B	1	ENSG00000125630	
RBM38	1	ENSG00000132819	
NTAN1	1	ENSG00000157045	
IFITM1	1	ENSG00000185885	
CFAP418	1	ENSG00000156172	
CNIH3	1	ENSG00000143786	
TP53I11	1	ENSG00000175274	
MAGEE1	1	ENSG00000198934	
ZNF250	1	ENSG00000196150	
ANKRD26	1	ENSG00000107890	
PRRG2	1	ENSG00000126460	
SAR1B	1	ENSG00000152700	
UNC119B	1	ENSG00000175970	
HSPD1P1	1	ENSG00000213430	
EIF2AK1	1	ENSG00000086232	
ZNF175	1	ENSG00000105497	
SCARF2	1	ENSG00000244486	
B4GALNT1	1	ENSG00000135454	
IFI27L2	1	ENSG00000119632	
GNB4	1	ENSG00000114450	
MAPK4	1	ENSG00000141639	
EIF4EBP1	1	ENSG00000187840	
AK2	1	ENSG00000004455	
SGMS2	1	ENSG00000164023	
CYP24A1	1	ENSG00000019186	
CPEB4	1	ENSG00000113742	
C12orf57	1	ENSG00000111678	
ITGAE	1	ENSG00000083457	
DDX51	1	ENSG00000185163	
ZNF440	1	ENSG00000171295	
ACSM3	1	ENSG00000005187	
LPXN	1	ENSG00000110031	
MXRA8	1	ENSG00000162576	
IPO7	1	ENSG00000205339	
ADAM23	1	ENSG00000114948	
FEZ1	1	ENSG00000149557	
ATAD3C	1	ENSG00000215915	
SCFD2	1	ENSG00000184178	
FRY	1	ENSG00000073910	
ASB7	1	ENSG00000183475	
DIAPH1	1	ENSG00000131504	
KCNH2	1	ENSG00000055118	
APIP	1	ENSG00000149089	
TNFRSF10C	1	ENSG00000173535	
GRHL1	1	ENSG00000134317	
ZNF579	1	ENSG00000218891	
TGM2	1	ENSG00000198959	
CRACR2A	1	ENSG00000130038	
ALPK3	1	ENSG00000136383	
SLC25A13	1	ENSG00000004864	
PIGH	1	ENSG00000100564	
PCDHGB6	1	ENSG00000253305	
ZC3H12B	1	ENSG00000102053	
GGT5	1	ENSG00000099998	
TUBA4A	1	ENSG00000127824	
RINL	1	ENSG00000187994	
ADGRF5	1	ENSG00000069122	
IFI16	1	ENSG00000163565	
AK7	1	ENSG00000140057	
DNAJC3	1	ENSG00000102580	
ALDH2	1	ENSG00000111275	
SAMD9	1	ENSG00000205413	
USP25	1	ENSG00000155313	
RNH1	1	ENSG00000023191	
RAB35	1	ENSG00000111737	
TSPAN9	1	ENSG00000011105	
DCHS1	1	ENSG00000166341	
COQ5	1	ENSG00000110871	
TMEM126B	1	ENSG00000171204	
ACTR3B	1	ENSG00000133627	
EXOSC4	1	ENSG00000178896	
MICB	1	ENSG00000204516	
GARS1	1	ENSG00000106105	
HRAS	1	ENSG00000174775	
CCDC34	1	ENSG00000109881	
MIGA1	1	ENSG00000180488	
MST1L	1	ENSG00000186715	
CAV2	1	ENSG00000105971	
INPP5J	1	ENSG00000185133	
ULBP2	1	ENSG00000131015	
CHST11	1	ENSG00000171310	
AUP1	1	ENSG00000115307	
SMPDL3A	1	ENSG00000172594	
DAPK2	1	ENSG00000035664	
HAGH	1	ENSG00000063854	
CCSER2	1	ENSG00000107771	
SUSD6	1	ENSG00000100647	
NR1H3	1	ENSG00000025434	
MAML3	1	ENSG00000196782	
ANKRD22	1	ENSG00000152766	
ZBTB49	1	ENSG00000168826	
ZSWIM6	1	ENSG00000130449	
PHF14	1	ENSG00000106443	
UPF3AP1	1	ENSG00000226478	
CTIF	1	ENSG00000134030	
CYTH1	1	ENSG00000108669	
SH2D3A	1	ENSG00000125731	
GLS2	1	ENSG00000135423	
ESAM	1	ENSG00000149564	
ANKS1B	1	ENSG00000185046	
DECR2	1	ENSG00000242612	
NRP2	1	ENSG00000118257	
LARGE2	1	ENSG00000165905	
ADK	1	ENSG00000156110	
PLEK	1	ENSG00000115956	
CSF2RB	1	ENSG00000100368	
PAICS	1	ENSG00000128050	
EBF1	1	ENSG00000164330	
MTHFD2L	1	ENSG00000163738	
PLXNA1	1	ENSG00000114554	
CCND2	1	ENSG00000118971	
TRAF3IP1	1	ENSG00000204104	
STX19	1	ENSG00000178750	
PTCH2	1	ENSG00000117425	
ABAT	1	ENSG00000183044	
RBP7	1	ENSG00000162444	
CNTNAP1	1	ENSG00000108797	
GAPDHP1	1	ENSG00000228232	
MCMBP	1	ENSG00000197771	
SMG9	1	ENSG00000105771	
EIF5A	1	ENSG00000132507	
AP1S1	1	ENSG00000106367	
ACVR2B-AS1	1	ENSG00000229589	
NRDE2	1	ENSG00000119720	
RAB23	1	ENSG00000112210	
EYA1	1	ENSG00000104313	
TLCD5	1	ENSG00000181264	
RAD51B	1	ENSG00000182185	
NUDT5	1	ENSG00000165609	
PCDHAC1	1	ENSG00000248383	
RPL27A	1	ENSG00000166441	
MUC20-OT1	1	ENSG00000242086	
DHRS4L2	1	ENSG00000187630	
TRIQK	1	ENSG00000205133	
DNAH10	1	ENSG00000197653	
TM7SF2	1	ENSG00000149809	
NCAPH	1	ENSG00000121152	
PCIF1	1	ENSG00000100982	
CLIC4	1	ENSG00000169504	
MNAT1	1	ENSG00000020426	
CARNS1	1	ENSG00000172508	
SNX24	1	ENSG00000064652	
VKORC1L1	1	ENSG00000196715	
GAREM1	1	ENSG00000141441	
TIGD7	1	ENSG00000140993	
FAM20C	1	ENSG00000177706	
SPSB1	1	ENSG00000171621	
SMIM12	1	ENSG00000163866	
CALCRL	1	ENSG00000064989	
KSR1	1	ENSG00000141068	
KLHL25	1	ENSG00000183655	
XXYLT1	1	ENSG00000173950	
XPO6	1	ENSG00000169180	
ELP4	1	ENSG00000109911	
BCAS4	1	ENSG00000124243	
OSER1	1	ENSG00000132823	
SGO2	1	ENSG00000163535	
TGIF1	1	ENSG00000177426	
TTC30A	1	ENSG00000197557	
ZNF829	1	ENSG00000185869	
ANO5	1	ENSG00000171714	
BMERB1	1	ENSG00000166780	
RAI14	1	ENSG00000039560	
EDNRA	1	ENSG00000151617	
PIK3CD	1	ENSG00000171608	
EFR3A	1	ENSG00000132294	
CCL22	1	ENSG00000102962	
SLC7A5	1	ENSG00000103257	
EPB41L4A	1	ENSG00000129595	
ATRNL1	1	ENSG00000107518	
GLTPD2	1	ENSG00000182327	
RUFY1	1	ENSG00000176783	
GAS6	1	ENSG00000183087	
TXNL4A	1	ENSG00000141759	
HDDC2	1	ENSG00000111906	
AQR	1	ENSG00000021776	
PSG5	1	ENSG00000204941	
FARP2	1	ENSG00000006607	
DOCK8	1	ENSG00000107099	
RPS18	1	ENSG00000231500	
FAM78A	1	ENSG00000126882	
GTSE1	1	ENSG00000075218	
DPYD	1	ENSG00000188641	
ENTREP1	1	ENSG00000135063	
POLR2MP1	1	ENSG00000227725	
XKR6	1	ENSG00000171044	
AVEN	1	ENSG00000169857	
LYN	1	ENSG00000254087	
ZNF486	1	ENSG00000256229	
EIF4E3	1	ENSG00000163412	
ACOT7	1	ENSG00000097021	
GJC2	1	ENSG00000198835	
ARHGAP19	1	ENSG00000213390	
AGPAT4	1	ENSG00000026652	
ANKRD49	1	ENSG00000168876	
TTC17	1	ENSG00000052841	
TRDMT1	1	ENSG00000107614	
COL5A1	1	ENSG00000130635	
HACD1	1	ENSG00000165996	
PPIP5K1	1	ENSG00000168781	
DNM1	1	ENSG00000106976	
PRMT3	1	ENSG00000185238	
EIF4G1	1	ENSG00000114867	
CDC123	1	ENSG00000151465	
SLC45A3	1	ENSG00000158715	
METAP1D	1	ENSG00000172878	
MACROH2A2	1	ENSG00000099284	
LRRC34	1	ENSG00000171757	
LGR4	1	ENSG00000205213	
MATCAP2	1	ENSG00000164542	
MAP1A	1	ENSG00000166963	
RAB5C	1	ENSG00000108774	
DIDO1	1	ENSG00000101191	
PNMA1	1	ENSG00000176903	
ISYNA1	1	ENSG00000105655	
SLC37A4	1	ENSG00000137700	
CAMK2D	1	ENSG00000145349	
NOB1	1	ENSG00000141101	
TMC6	1	ENSG00000141524	
VASH1	1	ENSG00000071246	
EFNB3	1	ENSG00000108947	
FDXR	1	ENSG00000161513	
SLC22A17	1	ENSG00000092096	
GNG11	1	ENSG00000127920	
MVD	1	ENSG00000167508	
SLC38A9	1	ENSG00000177058	
SPATA17	1	ENSG00000162814	
PDLIM3	1	ENSG00000154553	
NAA40	1	ENSG00000110583	
TDP1	1	ENSG00000042088	
TGFBI	1	ENSG00000120708	
EHD3	1	ENSG00000013016	
RPS29	1	ENSG00000213741	
CBX7	1	ENSG00000100307	
LINC01085	1	ENSG00000248698	
CHKA	1	ENSG00000110721	
TRIB2	1	ENSG00000071575	
TPD52	1	ENSG00000076554	
IL24	1	ENSG00000162892	
SH3BP5L	1	ENSG00000175137	
LAMC2	1	ENSG00000058085	
SNRPD2	1	ENSG00000125743	
NEGR1	1	ENSG00000172260	
PID1	1	ENSG00000153823	
ICAM2	1	ENSG00000108622	
TMEM60	1	ENSG00000135211	
NPR2	1	ENSG00000159899	
SLC25A22	1	ENSG00000177542	
ACSS3	1	ENSG00000111058	
PAQR4	1	ENSG00000162073	
CRYM	1	ENSG00000103316	
COL18A1	1	ENSG00000182871	
SPTBN4	1	ENSG00000160460	
VGLL3	1	ENSG00000206538	
EPSTI1	1	ENSG00000133106	
CSNK1G1	1	ENSG00000169118	
HSD17B7	1	ENSG00000132196	
THSD7A	1	ENSG00000005108	
TRMT11	1	ENSG00000066651	
EFHD1	1	ENSG00000115468	
ANOS1	1	ENSG00000011201	
NPL	1	ENSG00000135838	
AGMAT	1	ENSG00000116771	
SLC17A7	1	ENSG00000104888	
ATP6V1F	1	ENSG00000128524	
CAT	1	ENSG00000121691	
IGF2R	1	ENSG00000197081	
DPY19L1	1	ENSG00000173852	
NDRG2	1	ENSG00000165795	
RNF149	1	ENSG00000163162	
NCR3LG1	1	ENSG00000188211	
INTS5	1	ENSG00000185085	
RAC1	1	ENSG00000136238	
TMEM63C	1	ENSG00000165548	
MRPS18C	1	ENSG00000163319	
TMEM87B	1	ENSG00000153214	
CYP7B1	1	ENSG00000172817	
LINC00709	1	ENSG00000230014	
EMC9	1	ENSG00000100908	
GALNT18	1	ENSG00000110328	
DCN	1	ENSG00000011465	
SORD	1	ENSG00000140263	
LAGE3	1	ENSG00000196976	
PDGFA	1	ENSG00000197461	
PHKA1P1	1	ENSG00000232882	
SARM1	1	ENSG00000004139	
LOX	1	ENSG00000113083	
C3AR1	1	ENSG00000171860	
RWDD1	1	ENSG00000111832	
MICU2	1	ENSG00000165487	
STX1A	1	ENSG00000106089	
CDC14C	1	ENSG00000218305	
RNASEH1-DT	1	ENSG00000234171	
SEPTIN10	1	ENSG00000186522	
FOXO6	1	ENSG00000204060	
ADGRG6	1	ENSG00000112414	
AKAP5	1	ENSG00000179841	
RPUSD4	1	ENSG00000165526	
PELI3	1	ENSG00000174516	
TCAF2	1	ENSG00000170379	
EDN1	1	ENSG00000078401	
PREX1	1	ENSG00000124126	
JAK1	1	ENSG00000162434	
SLC4A7	1	ENSG00000033867	
PPTC7	1	ENSG00000196850	
DSCC1	1	ENSG00000136982	
ALDH1A3	1	ENSG00000184254	
NID1	1	ENSG00000116962	
CPE	1	ENSG00000109472	
TM4SF18	1	ENSG00000163762	
CHCHD2P8	1	ENSG00000235115	
SH3BGRL3	1	ENSG00000142669	
IRF3	1	ENSG00000126456	
RNASEH2A	1	ENSG00000104889	
SMAD1	1	ENSG00000170365	
ZSCAN29	1	ENSG00000140265	
SERPING1	1	ENSG00000149131	
FAH	1	ENSG00000103876	
PIK3C2G	1	ENSG00000139144	
SUOX	1	ENSG00000139531	
NEXN	1	ENSG00000162614	
ARF4	1	ENSG00000168374	
RNF152	1	ENSG00000176641	
MTHFD1L	1	ENSG00000120254	
INTS12	1	ENSG00000138785	
CEP57	1	ENSG00000166037	
OAF	1	ENSG00000184232	
TCIRG1	1	ENSG00000110719	
BNC1	1	ENSG00000169594	
ZNF704	1	ENSG00000164684	
SRI	1	ENSG00000075142	
BIRC3	1	ENSG00000023445	
TRIM14	1	ENSG00000106785	
INPP1	1	ENSG00000151689	
CWF19L2	1	ENSG00000152404	
LENG1	1	ENSG00000105617	
ATAD2	1	ENSG00000156802	
TGFB2-AS1	1	ENSG00000232480	
VLDLR	1	ENSG00000147852	
JAK3	1	ENSG00000105639	
LRRC75A	1	ENSG00000181350	
CPSF1	1	ENSG00000071894	
HMOX1	1	ENSG00000100292	
TRIP12	1	ENSG00000153827	
HAS2	1	ENSG00000170961	
RPUSD2	1	ENSG00000166133	
SLC18A2	1	ENSG00000165646	
DTNA	1	ENSG00000134769	
PODXL	1	ENSG00000128567	
METTL23	1	ENSG00000181038	
ILDR1	1	ENSG00000145103	
ZNRF2	1	ENSG00000180233	
FSIP1	1	ENSG00000150667	
NFYC	1	ENSG00000066136	
LDLR	1	ENSG00000130164	
CA12	1	ENSG00000074410	
BANF1	1	ENSG00000175334	
C12orf56	1	ENSG00000185306	
DIS3L	1	ENSG00000166938	
SGPP2	1	ENSG00000163082	
MFAP2	1	ENSG00000117122	
CDR2L	1	ENSG00000109089	
C1R	1	ENSG00000159403	
HIVEP1	1	ENSG00000095951	
NMRAL1	1	ENSG00000153406	
CFLAR	1	ENSG00000003402	
SDHAF3	1	ENSG00000196636	
FAM89A	1	ENSG00000182118	
ATP2A3	1	ENSG00000074370	
SYNE1	1	ENSG00000131018	
SDHD	1	ENSG00000204370	
SPART	1	ENSG00000133104	
ROBO1	1	ENSG00000169855	
ARMC10P1	1	ENSG00000178660	
ATM	1	ENSG00000149311	
FAM50B	1	ENSG00000145945	
AGO3	1	ENSG00000126070	
KLHL42	1	ENSG00000087448	
UGDH	1	ENSG00000109814	
GMFG	1	ENSG00000130755	
HSPA8P7	1	ENSG00000224773	
G0S2	1	ENSG00000123689	
ATL1	1	ENSG00000198513	
RGS10	1	ENSG00000148908	
SPATS2	1	ENSG00000123352	
UQCC3	1	ENSG00000204922	
ATP6AP2	1	ENSG00000182220	
IFI6	1	ENSG00000126709	
PCDHGB2	1	ENSG00000253910	
TALDO1	1	ENSG00000177156	
RASGEF1A	1	ENSG00000198915	
COL7A1	1	ENSG00000114270	
VSTM4	1	ENSG00000165633	
GATA3-AS1	1	ENSG00000197308	
ATP8B2	1	ENSG00000143515	
CLIC4P3	1	ENSG00000237931	
PWWP2A	1	ENSG00000170234	
IFT74	1	ENSG00000096872	
GCNT1	1	ENSG00000187210	
C11orf54	1	ENSG00000182919	
FRMD6	1	ENSG00000139926	
ZNF703	1	ENSG00000183779	
CDH23	1	ENSG00000107736	
ACSL6	1	ENSG00000164398	
PPAN	1	ENSG00000130810	
PGAP1	1	ENSG00000197121	
EPDR1	1	ENSG00000086289	
PIGUP1	1	ENSG00000224437	
PSMC2P1	1	ENSG00000240854	
AS3MT	1	ENSG00000214435	
DHRS13	1	ENSG00000167536	
USP28	1	ENSG00000048028	
SLC1A5	1	ENSG00000105281	
KATNAL1	1	ENSG00000102781	
FADS2	1	ENSG00000134824	
COPS8P2	1	ENSG00000214552	
SLC9A5	1	ENSG00000135740	
EFCAB12	1	ENSG00000172771	
RABL3	1	ENSG00000144840	
BAIAP3	1	ENSG00000007516	
EFNB1	1	ENSG00000090776	
POLR1E	1	ENSG00000137054	
SAAL1	1	ENSG00000166788	
ZNF341	1	ENSG00000131061	
SLIT2	1	ENSG00000145147	
ZFAND4	1	ENSG00000172671	
PIKFYVE	1	ENSG00000115020	
COG2	1	ENSG00000135775	
SLC2A13	1	ENSG00000151229	
MEST	1	ENSG00000106484	
ENSG00000170846	1	ENSG00000170846	
CACNG8	1	ENSG00000142408	
STYXL1	1	ENSG00000127952	
AGA	1	ENSG00000038002	
CREB3L1	1	ENSG00000157613	
ANLN	1	ENSG00000011426	
UBE2HP1	1	ENSG00000253677	
NSA2P7	1	ENSG00000238251	
PDIA5	1	ENSG00000065485	
CCDC153	1	ENSG00000248712	
PSMG3-AS1	1	ENSG00000230487	
LPL	1	ENSG00000175445	
ADAMTS6	1	ENSG00000049192	
CYB561D1	1	ENSG00000174151	
COL4A4	1	ENSG00000081052	
ING2	1	ENSG00000168556	
STK16	1	ENSG00000115661	
GABPB1-AS1	1	ENSG00000244879	
AP2S1	1	ENSG00000042753	
SOX18	1	ENSG00000203883	
EPHB6	1	ENSG00000106123	
LRRK2	1	ENSG00000188906	
UBE2Q2	1	ENSG00000140367	
PRDX1	1	ENSG00000117450	
GRAMD2B	1	ENSG00000155324	
MED20	1	ENSG00000124641	
RSF1	1	ENSG00000048649	
DEXI	1	ENSG00000182108	
ITGB1BP1	1	ENSG00000119185	
YWHAH	1	ENSG00000128245	
TINF2	1	ENSG00000092330	
OLFML2B	1	ENSG00000162745	
KCNH3	1	ENSG00000135519	
CEP135	1	ENSG00000174799	
MMP2	1	ENSG00000087245	
WDR45P1	1	ENSG00000248208	
ZNF862	1	ENSG00000106479	
KHDC1	1	ENSG00000135314	
CD93	1	ENSG00000125810	
SPRYD3	1	ENSG00000167778	
USP2	1	ENSG00000036672	
SNAI1	1	ENSG00000124216	
ADAMTS12	1	ENSG00000151388	
ZEB2	1	ENSG00000169554	
AFMID	1	ENSG00000183077	
PKD1	1	ENSG00000008710	
FAM234B	1	ENSG00000084444	
GALNT3	1	ENSG00000115339	
SNHG7	1	ENSG00000233016	
FRMD4B	1	ENSG00000114541	
AP5S1	1	ENSG00000125843	
SUMO3	1	ENSG00000184900	
RIMS3	1	ENSG00000117016	
SLC39A6	1	ENSG00000141424	
POLR2G	1	ENSG00000168002	
FHIP1A	1	ENSG00000164142	
PTCHD4	1	ENSG00000244694	
H2BC5	1	ENSG00000158373	
DAB2	1	ENSG00000153071	
OSBPL3	1	ENSG00000070882	
ANXA6	1	ENSG00000197043	
FAT4	1	ENSG00000196159	
